Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-20 00:00:00-04:00,178.16785374389562,178.29530864260914,170.14197882447857,171.36106872558594,68157000,0.0,0.0
2024-06-21 00:00:00-04:00,167.5180516204989,169.32990102262073,163.14748670401815,163.8597869873047,99999000,0.0,0.0
2024-06-24 00:00:00-04:00,162.73691911145147,164.61498100703625,157.64385708752064,157.79747009277344,58575000,0.525,0.0
2024-06-25 00:00:00-04:00,158.58237912813547,159.1680985872316,155.00167518917806,156.66566467285156,56810000,0.0,0.0
2024-06-26 00:00:00-04:00,158.33361367912997,160.3712314136362,155.95209823715012,157.77664184570312,46479000,0.0,0.0
2024-06-27 00:00:00-04:00,157.77664356365858,159.1264658979152,155.69542802756098,157.24742126464844,31649000,0.0,0.0
2024-06-28 00:00:00-04:00,158.1611850191091,162.4574341728322,157.18202692121218,159.1175537109375,69377000,0.0,0.0
2024-07-01 00:00:00-04:00,159.3821887317506,163.40092756102004,157.92533012384325,162.613037109375,47623000,0.0,0.0
2024-07-02 00:00:00-04:00,162.6130420456226,164.43658786789334,160.74984537544248,164.26612854003906,32539000,0.0,0.0
2024-07-03 00:00:00-04:00,165.50691076093992,171.37596130371094,164.95786303647333,171.37596130371094,39954000,0.0,0.0
2024-07-05 00:00:00-04:00,173.98642751119252,174.96856473609319,168.08368388926147,168.80813598632812,45240000,0.0,0.0
2024-07-08 00:00:00-04:00,168.97561841507724,174.11921883802376,168.97561841507724,173.02508544921875,36398000,0.0,0.0
2024-07-09 00:00:00-04:00,174.08553624428214,175.51464523371604,169.03112724166365,171.78131103515625,37802000,0.0,0.0
2024-07-10 00:00:00-04:00,173.0389898166573,175.06966668196995,171.09254453791775,172.90914916992188,41074000,0.0,0.0
2024-07-11 00:00:00-04:00,174.88829031918908,174.90909869512663,165.3582658529163,169.0697784423828,51026000,0.0,0.0
2024-07-12 00:00:00-04:00,169.57322655114956,171.0479294118874,167.61885737199106,168.54649353027344,30453000,0.0,0.0
2024-07-15 00:00:00-04:00,168.48010282191464,171.95871597142096,167.7467134008731,169.8874053955078,22999200,0.0,10.0
2024-07-16 00:00:00-04:00,170.85865039930994,171.2649884204635,164.91229344635437,167.86566162109375,22244900,0.0,0.0
2024-07-17 00:00:00-04:00,160.85885736987188,161.3841176700844,154.21876206035898,154.58544921875,43343400,0.0,0.0
2024-07-18 00:00:00-04:00,157.46942251555424,160.06599322284802,152.52403082081943,159.08485412597656,37973500,0.0,0.0
2024-07-19 00:00:00-04:00,160.39303823896358,162.48417402886918,155.71523699445783,155.9431915283203,26309500,0.0,0.0
2024-07-22 00:00:00-04:00,158.7974596926176,161.5327935950995,156.4882892394161,159.6200408935547,28813300,0.0,0.0
2024-07-23 00:00:00-04:00,158.96592094645666,163.85185162858673,158.4703912488401,162.30580139160156,21570200,0.0,0.0
2024-07-24 00:00:00-04:00,158.9163779264349,159.96689845160304,149.74907864444694,149.98692321777344,37162600,0.0,0.0
2024-07-25 00:00:00-04:00,149.9076406673438,152.17717518105673,144.2189693415633,147.92552185058594,30872100,0.0,0.0
2024-07-26 00:00:00-04:00,152.12762940636136,152.20691597904226,148.57963467132043,150.27435302734375,20839900,0.0,0.0
2024-07-29 00:00:00-04:00,150.66086317548448,153.61421612872883,147.81651224524606,148.876953125,16625800,0.0,0.0
2024-07-30 00:00:00-04:00,151.90959735712624,152.09790107973035,142.06838388406817,142.2368621826172,31102300,0.0,0.0
2024-07-31 00:00:00-04:00,150.1157744936883,159.88762117093555,149.64997534738723,159.24342346191406,45827500,0.0,0.0
2024-08-01 00:00:00-04:00,156.09186533864764,157.4892628100951,144.86315981420563,145.70556640625,40320000,0.0,0.0
2024-08-02 00:00:00-04:00,140.66104772064568,144.05048403987888,138.35189271928814,142.53416442871094,33745800,0.0,0.0
2024-08-05 00:00:00-04:00,128.45121083799177,144.11985770307686,127.35113428711503,140.80972290039062,41309300,0.0,0.0
2024-08-06 00:00:00-04:00,140.46283268233853,147.57864643788392,138.99606912829503,142.6332550048828,24751300,0.0,0.0
2024-08-07 00:00:00-04:00,146.92457002565675,148.758036139005,134.61561292149668,135.0516815185547,29749800,0.0,0.0
2024-08-08 00:00:00-04:00,139.93759328393415,144.9622720248491,137.1626237604271,144.43701171875,27583200,0.0,0.0
2024-08-09 00:00:00-04:00,142.91074985260542,148.21292322396732,142.82155814383893,146.9344482421875,18438700,0.0,0.0
2024-08-12 00:00:00-04:00,146.75607907988834,149.77881330140968,145.06136083688247,147.29124450683594,17778500,0.0,0.0
2024-08-13 00:00:00-04:00,150.19504046889165,154.98185871944835,148.47059183676186,154.76382446289062,22053600,0.0,0.0
2024-08-14 00:00:00-04:00,156.60720276746787,158.81726088435755,153.3367038870298,156.2801513671875,20184200,0.0,0.0
2024-08-15 00:00:00-04:00,159.75876850572988,165.17986450627728,158.90645683684036,164.6446990966797,27945000,0.0,0.0
2024-08-16 00:00:00-04:00,162.99954849371204,164.60505995904754,161.2255436146665,164.23837280273438,19296900,0.0,0.0
2024-08-19 00:00:00-04:00,163.38604607482864,166.32949357265446,158.98574011353895,166.2105712890625,20441700,0.0,0.0
2024-08-20 00:00:00-04:00,165.55648001045833,166.86467058814162,162.6823986038485,164.46630859375,19417500,0.0,0.0
2024-08-21 00:00:00-04:00,163.64371823176765,164.981654429368,161.42375492268556,164.29782104492188,16097700,0.0,0.0
2024-08-22 00:00:00-04:00,169.31258527230187,170.87846094828672,160.04618890068184,160.88858032226562,30044500,0.0,0.0
2024-08-23 00:00:00-04:00,163.55452413098135,166.77546703443832,161.99856880740305,164.8726348876953,18848000,0.0,0.0
2024-08-26 00:00:00-04:00,163.48515469908676,164.21852892931733,157.2414778586277,158.19288635253906,18521200,0.0,0.0
2024-08-27 00:00:00-04:00,156.1909589928979,160.58134463734584,154.43677971605436,159.9470672607422,16683100,0.0,0.0
2024-08-28 00:00:00-04:00,158.64879962887062,160.82912740894,154.8530400953689,156.76577758789062,18063600,0.0,0.0
2024-08-29 00:00:00-04:00,157.07299700402422,161.7408779307138,154.0205324850391,155.5269317626953,23519300,0.0,0.0
2024-08-30 00:00:00-04:00,159.679490460626,161.78054673462205,157.2910487282494,161.3643035888672,25158500,0.0,0.0
2024-09-03 00:00:00-04:00,158.94611811013002,159.30290011406169,150.02658313420562,151.42396545410156,37179100,0.0,0.0
2024-09-04 00:00:00-04:00,148.95622649584186,156.37925150681946,147.8164991456953,152.7420654296875,20324100,0.0,0.0
2024-09-05 00:00:00-04:00,149.22383621712507,154.96206406995168,148.76794219315067,151.45372009277344,31548500,0.0,0.0
2024-09-06 00:00:00-04:00,141.96926813055998,142.2170329964074,135.37872874796608,135.775146484375,76634600,0.0,0.0
2024-09-09 00:00:00-04:00,137.8662711834543,140.3240942156344,133.69390453295063,139.5609893798828,39516700,0.0,0.0
2024-09-10 00:00:00-04:00,139.95740766258584,148.52016015039874,139.77900910952403,146.88491821289062,36067500,0.0,0.0
2024-09-11 00:00:00-04:00,147.06329413942788,157.44959173763746,143.74323931769732,156.85496520996094,39700800,0.0,0.0
2024-09-12 00:00:00-04:00,156.68650936422867,164.83301947504032,155.42785959416307,163.0887451171875,43581900,0.0,0.0
2024-09-13 00:00:00-04:00,165.24926190635728,166.57727797028096,162.57338923242742,166.19076538085938,29850000,0.0,0.0
2024-09-16 00:00:00-04:00,163.71311133869514,164.02033734556431,158.97584842454614,162.55357360839844,26126900,0.0,0.0
2024-09-17 00:00:00-04:00,164.01042922646226,164.535689510447,159.26324612552563,161.01742553710938,19844300,0.0,0.0
2024-09-18 00:00:00-04:00,162.3057942864605,165.97271086382614,159.91733761913832,160.2245635986328,26557600,0.0,0.0
2024-09-19 00:00:00-04:00,166.7274048105137,169.03423220319073,164.71889132824953,166.46888732910156,32453100,0.53,0.0
2024-09-20 00:00:00-04:00,166.23026171440267,171.0427777430229,165.52430364188672,170.1280059814453,91758500,0.0,0.0
2024-09-23 00:00:00-04:00,171.02287247802943,172.33538087500577,167.39361410184318,171.95753479003906,29431100,0.0,0.0
2024-09-24 00:00:00-04:00,171.82827424562825,174.9902167443506,170.70468885331337,173.84674072265625,34223400,0.0,0.0
2024-09-25 00:00:00-04:00,173.65782027185062,176.13368022901784,172.77287690253547,174.52288818359375,16613800,0.0,0.0
2024-09-26 00:00:00-04:00,177.48595204341314,179.2260103967799,174.00583533667955,177.07827758789062,24340000,0.0,0.0
2024-09-27 00:00:00-04:00,177.15781783458317,177.45611657477136,170.7842292800489,171.70895385742188,20580900,0.0,0.0
2024-09-30 00:00:00-04:00,170.89360893834112,171.93764696713617,168.66634399382318,171.52003479003906,16902000,0.0,0.0
2024-10-01 00:00:00-04:00,171.18195889834809,171.2714439650656,164.85808959121536,166.5186004638672,23770400,0.0,0.0
2024-10-02 00:00:00-04:00,166.59815790656663,171.85809894360492,166.07117003002023,169.69049072265625,14317800,0.0,0.0
2024-10-03 00:00:00-04:00,168.65638947237477,173.94617400897627,168.22883957092165,170.9134979248047,13072300,0.0,0.0
2024-10-04 00:00:00-04:00,175.29844031292794,175.89502260142467,171.6194630981684,175.63650512695312,17921400,0.0,0.0
2024-10-07 00:00:00-04:00,173.82687068202432,177.2970345976861,172.87231767942785,174.08538818359375,15588300,0.0,0.0
2024-10-08 00:00:00-04:00,174.42344586199636,180.5683454780828,173.89645797947125,179.70327758789062,20774200,0.0,0.0
2024-10-09 00:00:00-04:00,178.22175841169644,185.36096216556842,175.41777130695772,184.8936309814453,25504100,0.0,0.0
2024-10-10 00:00:00-04:00,182.51719694991723,185.25157425590982,181.4930495727138,184.63510131835938,16318000,0.0,0.0
2024-10-11 00:00:00-04:00,180.11094031340045,181.5526998070487,176.39218184801007,180.44900512695312,23070000,0.0,0.0
2024-10-14 00:00:00-04:00,182.25867325073045,183.8992935095317,179.10668388433595,181.2742919921875,17195800,0.0,0.0
2024-10-15 00:00:00-04:00,179.76292713738917,180.66776107777005,172.38508190403803,174.98025512695312,27657500,0.0,0.0
2024-10-16 00:00:00-04:00,177.49589247226353,178.2316940491243,174.3339650989397,175.8155059814453,15285100,0.0,0.0
2024-10-17 00:00:00-04:00,180.33963883332888,184.45611903843115,179.66350917097503,180.4987335205078,25232400,0.0,0.0
2024-10-18 00:00:00-04:00,181.28426048537415,181.6720443165608,177.66492449815874,178.86805725097656,17835200,0.0,0.0
2024-10-21 00:00:00-04:00,178.3609483193922,180.68765115431933,177.23736298648038,178.9674835205078,13695100,0.0,0.0
2024-10-22 00:00:00-04:00,177.64505096073296,179.66351748489382,176.40215210732828,178.3609619140625,12062600,0.0,0.0
2024-10-23 00:00:00-04:00,176.58111551541,177.9632183807249,171.58964483469265,172.5242919921875,19513700,0.0,0.0
2024-10-24 00:00:00-04:00,173.2700284983085,173.3098097558393,168.53707538313495,170.37657165527344,20485200,0.0,0.0
2024-10-25 00:00:00-04:00,173.20043875922508,175.79561210177553,171.73878853341478,172.01719665527344,19977700,0.0,0.0
2024-10-28 00:00:00-04:00,172.0171988245357,172.98168953460353,170.37657843060032,171.0427703857422,13195800,0.0,0.0
